sku,name,customer_review_average,customer_review_count,regular_price,category_path,url
6542600,"DuraPro - Partial Sun Smart Series 55"" Class LED Outdoor Partial Sun 4K UHD Smart webOS TV (2025)",4.2,30,1799.0,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6542600/pdp
6543645,"Pioneer - 43"" Class LED 4K UHD Smart Xumo TV",4.4,1686,189.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6543645/pdp
6543648,"Pioneer - 50"" Class LED 4K UHD Smart Xumo TV",4.4,2425,249.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6543648/pdp
6543837,Samsung - 98” Class Q80C QLED 4K UHD Smart Tizen TV (2023),4.6,202,4499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6543837/pdp
6543907,"Sony - 83"" Class BRAVIA XR A80L OLED 4K UHD Smart Google TV (2023)",4.6,120,4999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6543907/pdp
6543910,"Sony - 77"" Class BRAVIA XR A80L OLED 4K UHD Smart Google TV (2023)",4.8,778,2199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6543910/pdp
6544042,"Sony - 85"" Class X77L LED 4K UHD Smart Google TV (2023)",4.8,100,1099.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6544042/pdp
6544129,"Sony - 75"" Class X77L LED 4K UHD Smart Google TV (2023)",4.7,123,999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6544129/pdp
6544131,"Sony - 65"" Class X77L LED 4K UHD Smart Google TV (2023)",4.6,285,689.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6544131/pdp
6544132,"Sony - 55"" Class X77L LED 4K UHD Smart Google TV (2023)",4.7,282,589.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6544132/pdp
6544135,"Sony - 50"" Class X77L LED 4K UHD Smart Google TV (2023)",4.6,451,529.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6544135/pdp
6544136,"Sony - 43"" Class X77L LED 4K UHD Smart Google TV (2023)",4.7,457,449.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6544136/pdp
6544731,"Sony - 98"" Class BRAVIA XR X90L LED 4K UHD Smart Google TV (2023)",4.8,62,6199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6544731/pdp
6544732,"Sony - 85"" Class BRAVIA XR X90L LED 4K UHD Smart Google TV (2023)",4.8,756,2099.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6544732/pdp
6544733,"Sony - 65"" Class BRAVIA XR X90L LED 4K UHD Smart Google TV (2023)",4.8,1548,1199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6544733/pdp
6544734,"Sony - 55"" Class BRAVIA XR X90L LED 4K UHD Smart Google TV (2023)",4.7,453,1149.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6544734/pdp
6544735,"Sony - 75"" Class BRAVIA XR X90L LED 4K UHD Smart Google TV (2023)",4.8,942,1699.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6544735/pdp
6546909,"Pioneer - 55"" Class LED 4K UHD Smart Xumo TV",4.4,2018,299.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6546909/pdp
6548583,"LG - 83"" Class M3 Series OLED evo 4K UHD Smart webOS TV with Wireless Connectivity (2023)",4.0,2,5799.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6548583/pdp
6548584,"LG - 77"" Class M3 Series OLED evo 4K UHD Smart webOS TV with Wireless Connectivity (2023)",5.0,2,3999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6548584/pdp
6550242,"LG - SIGNATURE 97"" Class M3 Series OLED evo 4K UHD Smart webOS TV with Wireless Connectivity (2023)",4.5,20,19999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6550242/pdp
6550663,"Hisense - 32"" Class A4 Series LED Full HD 1080P Smart Google TV (2023)",4.3,188,129.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6550663/pdp
6550666,"Hisense - 40"" Class A4 Series LED Full HD 1080P Smart Google TV (2023)",4.5,466,149.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6550666/pdp
6551176,"TCL - 40"" Class S3 S-Class 1080p FHD LED Smart TV with Fire TV (2023)",4.5,1526,129.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6551176/pdp
6551537,"Samsung 55-inch Commercial 4K UHD Display, 500 NIT (2023)",5.0,1,1260.0,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6551537/pdp
6553120,"Samsung - 75"" Class LS03B The Frame - Disney 100 Edition 4K Ultra HD Smart Tizen TV (2023)",4.5,8,3199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6553120/pdp
6553380,"Sony - 77"" class BRAVIA XR A95L OLED 4K UHD Smart Google TV (2023)",4.6,183,4999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6553380/pdp
6553383,"Sony - 65"" class BRAVIA XR A95L OLED 4K UHD Smart Google TV (2023)",4.7,377,3499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6553383/pdp
6553384,"Sony - 55"" class BRAVIA XR A95L OLED 4K UHD Smart Google TV (2023)",4.7,155,2699.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6553384/pdp
6559011,"Sony - 65"" class BRAVIA XR A75L OLED 4K UHD Smart Google TV (2023)",4.8,531,1499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6559011/pdp
6559022,"Hisense - 85"" Class U7K Series Mini LED QLED Google TV (2023)",4.6,50,1499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6559022/pdp
6559234,"Sony - 55"" class BRAVIA XR A75L OLED 4K UHD Smart Google TV (2023)",4.8,468,1199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6559234/pdp
6560922,"Toshiba - 75"" Class C350 Series LED 4K UHD Smart Fire TV",4.6,847,649.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6560922/pdp
6561416,"Hisense - 100"" Class U8 Series Mini-LED 4K UHD QLED Google TV (2023)",4.4,199,2999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6561416/pdp
6562495,"Insignia™ - 43"" Class F30 Series LED 4K UHD Smart Fire TV",4.7,2410,199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6562495/pdp
6563000,LG - StanbyME Go 27” Class LED Full HD Smart webOS Touch Screen with Briefcase Design (2023),4.6,37,1199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6563000/pdp
6569626,Pioneer - 24” Class LED HD Xumo Smart TV,4.5,367,89.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6569626/pdp
6569888,Pioneer - 40” Class LED HD Smart Xumo TV,4.3,363,169.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6569888/pdp
6569962,Pioneer - 32” Class LED HD Smart Xumo TV,4.5,447,129.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6569962/pdp
6571509,"Hisense - 100"" Class U76 Series 4K UHD QLED Smart Google TV (2024)",4.7,422,1999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6571509/pdp
6574957,"Peerless-AV - 55"" Neptune Partial Sun 4K HDR Outdoor Smart TV",4.5,18,1899.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6574957/pdp
6575029,Samsung - 75” Class Q60D Series QLED 4K Smart Tizen TV (2024),4.8,195,999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575029/pdp
6575096,Samsung - 85” Class DU8000 Series Crystal UHD Smart Tizen TV (2024),4.7,173,1299.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575096/pdp
6575097,Samsung - 75” Class DU7200 Series Crystal UHD 4K Smart Tizen TV (2024),4.7,522,599.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575097/pdp
6575099,Samsung - 85” Class Q60D Series QLED 4K Smart Tizen TV (2024),4.7,171,1299.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575099/pdp
6575123,Samsung - 85” Class DU7200 Series Crystal UHD 4K Smart Tizen TV (2024),4.7,782,799.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575123/pdp
6575124,Samsung - 75” Class DU8000 Series Crystal UHD Smart Tizen TV (2024),4.8,104,899.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575124/pdp
6575135,Samsung - 65” Class Q60D Series QLED 4K Smart Tizen TV (2024),4.6,397,899.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575135/pdp
6575139,Samsung - 65” Class DU8000 Series Crystal UHD Smart Tizen TV (2024),4.6,182,629.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575139/pdp
6575140,Samsung - 65” Class DU7200 Series Crystal UHD 4K Smart Tizen TV (2024),4.7,1357,399.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575140/pdp
6575142,Samsung - 70” Class DU7200 Series Crystal UHD 4K Smart Tizen TV (2024),4.7,392,589.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575142/pdp
6575162,Samsung - 55” Class Q60D Series QLED 4K Smart Tizen TV (2024),4.7,381,799.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575162/pdp
6575164,Samsung - 55” Class DU8000 Series Crystal UHD Smart Tizen TV (2024),4.7,190,499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575164/pdp
6575355,Samsung - 55” Class DU7200 Series Crystal UHD 4K Smart Tizen TV (2024),4.6,1008,379.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575355/pdp
6575356,Samsung - 50” Class Q60D Series QLED 4K Smart Tizen TV (2024),4.6,329,649.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575356/pdp
6575361,Samsung - 50” Class DU8000 Series Crystal UHD Smart Tizen TV (2024),4.7,214,429.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6575361/pdp
6576294,Samsung - 43” Class Q60D Series QLED 4K Smart Tizen TV (2024),4.6,266,549.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576294/pdp
6576335,Samsung - 32” Class Q60D Series QLED 4K Smart Tizen TV (2024),4.5,251,499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576335/pdp
6576342,Samsung - 43” Class DU7200 Series Crystal UHD 4K Smart Tizen TV (2024),4.6,742,269.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576342/pdp
6576360,Samsung - 85” Class QN900D Series Neo QLED 8K Mini LED Smart Tizen TV (2024),4.4,39,5999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576360/pdp
6576361,Samsung - 75” Class QN900D Series Neo QLED 8K Mini LED Smart Tizen TV (2024),4.0,13,4999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576361/pdp
6576365,Samsung - 65” Class QN900D Series Neo QLED 8K Mini LED Smart Tizen TV (2024),4.5,15,3999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576365/pdp
6576367,Samsung - 85” Class QN800D Series Neo QLED 8K Mini LED Smart Tizen TV (2024),4.3,20,4499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576367/pdp
6576368,Samsung - 50” Class DU7200 Series Crystal UHD 4K Smart Tizen TV (2024),4.6,579,329.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576368/pdp
6576410,Samsung - 75” Class QN800D Series Neo QLED 8K Mini LED Smart Tizen TV (2024),3.8,13,3799.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576410/pdp
6576412,Samsung - 65” Class QN800D Series Neo QLED 8K Mini LED Smart Tizen TV (2024),4.3,15,2999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576412/pdp
6576415,"Samsung - 98"" Class QN90D Series Neo QLED 4K Mini LED Smart Tizen TV (2024)",4.0,5,14999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576415/pdp
6576424,Samsung - 85” Class QN90D Series Neo QLED 4K Mini LED Smart Tizen TV (2024),4.7,290,2799.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576424/pdp
6576427,Samsung - 75” Class QN90D Series Neo QLED 4K Mini LED Smart Tizen TV (2024),4.7,217,2599.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576427/pdp
6576428,Samsung - 65” Class QN90D Series Neo QLED 4K Mini LED Smart Tizen TV (2024),4.8,199,1799.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576428/pdp
6576429,"Samsung - 55"" Class QN90D Series Neo QLED 4K Mini LED Smart Tizen TV (2024)",4.6,109,1599.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576429/pdp
6576431,Samsung - 50” Class QN90D Series Neo QLED 4K Mini LED Smart Tizen TV (2024),4.5,83,1399.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576431/pdp
6576432,Samsung - 43” Class QN90D Series Neo QLED 4K Mini LED Smart Tizen TV (2024),4.5,67,1299.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576432/pdp
6576433,Samsung - 85” Class QN85D Series NEO QLED 4K Mini LED Smart Tizen TV (2024),4.6,163,2199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576433/pdp
6576434,Samsung - 75” Class QN85D Series NEO QLED 4K Mini LED Smart Tizen TV (2024),4.7,184,1899.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576434/pdp
6576546,Samsung - 65” Class QN85D Series NEO QLED 4K Mini LED Smart Tizen TV (2024),4.7,84,1499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576546/pdp
6576552,Samsung - 55” Class QN85D Series NEO QLED 4K Mini LED Smart Tizen TV (2024),4.5,88,1199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576552/pdp
6576555,Samsung - 77” Class S95D Series OLED 4K Glare-Free Smart Tizen TV (2024),4.3,271,3799.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576555/pdp
6576556,Samsung - 65” Class S95D Series OLED 4K Glare-Free Smart Tizen TV (2024),4.7,368,2799.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576556/pdp
6576559,Samsung - 55” Class S95D Series OLED 4K Glare-Free Smart Tizen TV (2024),4.7,158,2199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576559/pdp
6576585,Samsung - 55” Class LS03D The Frame Series QLED 4K with Anti-Reflection and Slim Fit Wall Mount Included (2024),4.5,241,1499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576585/pdp
6576586,Samsung - 75” Class Q70D Series QLED 4K Smart Tizen TV (2024),4.7,209,1299.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576586/pdp
6576588,Samsung - 85” Class LS03D The Frame Series QLED 4K with Anti-Reflection and Slim Fit Wall Mount Included (2024),4.3,19,4299.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576588/pdp
6576589,Samsung - 65” Class Q80D Series QLED 4K Smart Tizen TV (2024),4.7,335,1199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576589/pdp
6576590,Samsung - 50” Class Q80D Series QLED 4K Smart Tizen TV (2024),4.6,52,999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576590/pdp
6576591,Samsung - 65” Class Q70D Series QLED 4K Smart Tizen TV (2024),4.8,437,999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576591/pdp
6576592,Samsung - 55” Class Q70D Series QLED 4K Smart Tizen TV (2024),4.8,116,999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576592/pdp
6576593,Samsung - 65” Class LS03D The Frame Series QLED 4K with Anti-Reflection and Slim Fit Wall Mount Included (2024),4.7,242,1999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576593/pdp
6576594,Samsung - 75” Class LS03D The Frame Series QLED 4K with Anti-Reflection and Slim Fit Wall Mount Included (2024),4.3,110,2999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576594/pdp
6576595,Samsung - 85” Class Q70D Series QLED 4K Smart Tizen TV (2024),4.4,48,1599.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576595/pdp
6576597,Samsung - 75” Class Q80D Series QLED 4K Smart Tizen TV (2024),4.7,108,1499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576597/pdp
6576598,"Samsung - 65"" Class S90D Series OLED 4K UHD Smart Tizen TV (2024)",4.8,1012,1599.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576598/pdp
6576599,Samsung - 55” Class Q80D Series QLED 4K Smart Tizen TV (2024),4.7,96,999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576599/pdp
6576600,Samsung - 85” Class Q80D Series QLED 4K Smart Tizen TV (2024),4.6,68,2199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576600/pdp
6576601,"Samsung - 55"" Class S90D Series OLED 4K UHD Smart Tizen TV (2024)",4.7,458,1399.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576601/pdp
6576603,Samsung - 50” Class LS03D The Frame Series QLED 4K with Anti-Reflection and Slim Fit Wall Mount Included (2024),4.2,94,1299.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576603/pdp
6576604,Samsung - 43” Class LS03D The Frame Series QLED 4K with Anti-Reflection and Slim Fit Wall Mount Included (2024),4.3,49,999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576604/pdp
6576998,"Hisense - 65"" Class U8 Series Mini-LED 4K UHD QLED Smart Google TV (2024)",4.6,405,949.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576998/pdp
6576999,"Hisense - 65"" Class U6 Series Mini-LED 4K UHD QLED Smart Google TV (2024)",4.6,175,529.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6576999/pdp
6577000,"Hisense - 75"" Class A7 Series LED 4K UHD HDR WCG Smart Google TV (2024)",4.4,78,479.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577000/pdp
6577001,"Hisense - 65"" Class QD7 Series QLED 4K UHD Smart Google TV (2024)",4.5,329,399.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577001/pdp
6577002,"Hisense - 85"" Class U6 Series Mini-LED 4K UHD QLED Smart Google TV (2024)",4.5,46,999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577002/pdp
6577003,"Hisense - 65"" Class A7 Series LED 4K UHD HDR WCG Smart Google TV (2024)",4.5,87,449.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577003/pdp
6577004,"Hisense - 75"" Class U8 Series Mini-LED 4K UHD QLED Smart Google TV (2024)",4.7,362,1299.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577004/pdp
6577005,"Hisense - 50"" Class A7 Series LED 4K UHD HDR WCG Smart Google TV (2024)",4.6,156,239.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577005/pdp
6577006,"Hisense - 43"" Class A7 Series LED 4K UHD HDR WCG Smart Google TV (2024)",4.4,232,199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577006/pdp
6577007,"Hisense - 55"" Class U7 Series Mini-LED 4K UHD QLED Smart Google TV (2024)",4.6,525,499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577007/pdp
6577008,"Hisense - 75"" Class U7 Series Mini-LED 4K UHD QLED Smart Google TV (2024)",4.6,259,999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577008/pdp
6577010,"Hisense - 65"" Class U7 Series Mini-LED 4K UHD QLED Smart Google TV (2024)",4.6,353,699.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577010/pdp
6577011,"Hisense - 85"" Class A6 Series LED 4K UHD Smart Google TV (2024)",4.7,169,699.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577011/pdp
6577012,"Hisense - 55"" Class A7 Series LED 4K UHD HDR WCG Smart Google TV (2024)",4.5,117,259.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577012/pdp
6577013,"Hisense - 55"" Class U8 Series Mini-LED 4K UHD QLED Smart Google TV (2024)",4.5,263,799.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577013/pdp
6577014,"Hisense - 75"" Class U6 Series Mini-LED 4K UHD QLED Smart Google TV (2024)",4.6,332,699.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577014/pdp
6577017,"Hisense - 65"" Class S7 Series CanvasTV 4K QLED TV with Hi-Matte Display and UltraSlim Wall Mount (2024)",4.8,155,1299.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577017/pdp
6577018,"Hisense - 98"" Class UX Series Mini-LED ULED 4K UHD Smart Google TV (2024)",4.5,11,4999.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577018/pdp
6577020,"Hisense - 85"" Class U8 Series Mini-LED 4K UHD QLED Smart Google TV (2024)",4.6,184,1799.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577020/pdp
6577025,"Hisense - 75"" Class QD7 Series QLED 4K UHD Smart Google TV (2024)",4.7,219,549.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6577025/pdp
6578041,"LG - 86"" Class 90 Series QNED MiniLED 4K UHD Smart webOS TV (2024)",4.6,33,2299.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6578041/pdp
6578042,"LG - 65"" Class C4 Series OLED evo 4K UHD Smart webOS TV (2024)",4.8,1059,1599.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6578042/pdp
6578043,"LG - 83"" Class C4 Series OLED evo 4K UHD Smart webOS TV (2024)",4.8,135,3499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6578043/pdp
6578044,"LG - 77"" Class C4 Series OLED evo 4K UHD Smart webOS TV (2024)",4.8,531,2499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6578044/pdp
6578046,"LG - 75"" Class 90 Series QNED MiniLED 4K UHD Smart webOS TV (2024)",4.3,35,1499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6578046/pdp
6578047,"LG - 77"" Class G4 Series OLED evo 4K UHD Smart webOS TV with One Wall Design (2024)",4.7,253,3499.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6578047/pdp
6578048,"LG - 75"" Class 99 Series QNED MiniLED 8K UHD Smart webOS TV (2024)",4.3,16,2299.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6578048/pdp
6578049,"LG - 55"" Class G4 Series OLED evo 4K UHD Smart webOS TV (2024)",4.8,151,2199.99,"Best Buy, TV & Home Theater, TVs, All Flat-Screen TVs",https://api.bestbuy.com/click/-/6578049/pdp
